symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
IGL,IOC,IOC,IGL,2005-02-23,2005-02-24,2005-02-25,,no_fill,,,,,,,,,,,False
BPCL,IGL,BPCL,IGL,2005-02-23,2005-02-24,2005-02-28,,no_fill,,,,,,,,,,,False
IOC,RELIANCE,IOC,RELIANCE,2005-03-24,2005-03-28,2005-03-31,,no_fill,,,,,,,,,,,False
IGL,RELIANCE,IGL,RELIANCE,2005-03-09,2005-03-10,2005-03-15,,no_fill,,,,,,,,,,,False
IGL,RELIANCE,IGL,RELIANCE,2005-03-23,2005-03-24,2005-03-30,,no_fill,,,,,,,,,,,False
IOC,RELIANCE,RELIANCE,IOC,2005-04-18,2005-04-19,2005-04-21,,no_fill,,,,,,,,,,,False
IGL,IOC,IOC,IGL,2005-04-04,2005-04-05,2005-04-07,,no_fill,,,,,,,,,,,False
BPCL,ONGC,ONGC,BPCL,2005-05-20,2005-05-23,2005-05-26,,no_fill,,,,,,,,,,,False
GAIL,RELIANCE,RELIANCE,GAIL,2005-05-10,2005-05-11,2005-05-30,,no_fill,,,,,,,,,,,False
IGL,RELIANCE,RELIANCE,IGL,2005-05-12,2005-05-13,2005-05-31,,no_fill,,,,,,,,,,,False
GAIL,MRPL,GAIL,MRPL,2005-06-06,2005-06-07,2005-06-14,,no_fill,,,,,,,,,,,False
GAIL,MRPL,MRPL,GAIL,2005-06-30,2005-07-01,2005-06-30,,no_fill,,,,,,,,,,,False
MRPL,ONGC,MRPL,ONGC,2005-05-31,2005-06-01,2005-06-06,,no_fill,,,,,,,,,,,False
MRPL,ONGC,MRPL,ONGC,2005-06-22,2005-06-23,2005-06-30,,no_fill,,,,,,,,,,,False
IGL,RELIANCE,IGL,RELIANCE,2005-06-03,2005-06-06,2005-06-30,,no_fill,,,,,,,,,,,False
BPCL,HINDPETRO,HINDPETRO,BPCL,2005-07-29,2005-08-01,2005-07-29,,no_fill,,,,,,,,,,,False
BPCL,IOC,IOC,BPCL,2005-07-06,2005-07-07,2005-07-13,,no_fill,,,,,,,,,,,False
BPCL,IOC,IOC,BPCL,2005-07-29,2005-08-01,2005-07-29,,no_fill,,,,,,,,,,,False
HINDPETRO,IOC,IOC,HINDPETRO,2005-07-06,2005-07-07,2005-07-13,,no_fill,,,,,,,,,,,False
GAIL,ONGC,ONGC,GAIL,2005-08-02,2005-08-03,2005-08-09,,no_fill,,,,,,,,,,,False
HINDPETRO,RELIANCE,HINDPETRO,RELIANCE,2005-08-31,2005-09-01,2005-09-20,,no_fill,,,,,,,,,,,False
GAIL,ONGC,ONGC,GAIL,2005-09-12,2005-09-13,2005-09-21,,no_fill,,,,,,,,,,,False
BPCL,MRPL,MRPL,BPCL,2005-10-20,2005-10-21,2005-10-31,,no_fill,,,,,,,,,,,False
GAIL,RELIANCE,RELIANCE,GAIL,2005-10-03,2005-10-04,2005-10-07,,no_fill,,,,,,,,,,,False
GAIL,RELIANCE,GAIL,RELIANCE,2005-10-27,2005-10-28,2005-10-31,,no_fill,,,,,,,,,,,False
MRPL,RELIANCE,MRPL,RELIANCE,2005-10-20,2005-10-21,2005-10-31,,no_fill,,,,,,,,,,,False
MRPL,ONGC,MRPL,ONGC,2005-11-21,2005-11-22,2005-11-30,,no_fill,,,,,,,,,,,False
IOC,ONGC,IOC,ONGC,2005-12-07,2005-12-08,2005-12-19,,no_fill,,,,,,,,,,,False
GAIL,RELIANCE,GAIL,RELIANCE,2005-12-26,2005-12-27,2005-12-30,,no_fill,,,,,,,,,,,False
BPCL,GAIL,BPCL,GAIL,2005-12-05,2005-12-06,2005-12-20,,no_fill,,,,,,,,,,,False
HINDPETRO,RELIANCE,HINDPETRO,RELIANCE,2006-01-17,2006-01-18,2006-01-31,,no_fill,,,,,,,,,,,False
GAIL,IGL,GAIL,IGL,2006-01-02,2006-01-03,2006-01-06,,no_fill,,,,,,,,,,,False
GAIL,IGL,IGL,GAIL,2006-01-13,2006-01-16,2006-01-23,,no_fill,,,,,,,,,,,False
BPCL,HINDPETRO,HINDPETRO,BPCL,2006-02-06,2006-02-07,2006-02-08,,no_fill,,,,,,,,,,,False
IOC,ONGC,IOC,ONGC,2006-03-16,2006-03-17,2006-03-31,,no_fill,,,,,,,,,,,False
GAIL,IOC,IOC,GAIL,2006-03-20,2006-03-21,2006-03-31,,no_fill,,,,,,,,,,,False
BPCL,GAIL,BPCL,GAIL,2006-03-27,2006-03-28,2006-03-31,,no_fill,,,,,,,,,,,False
IOC,RELIANCE,IOC,RELIANCE,2006-04-13,2006-04-17,2006-04-28,,no_fill,,,,,,,,,,,False
ONGC,RELIANCE,ONGC,RELIANCE,2006-04-17,2006-04-18,2006-04-28,,no_fill,,,,,,,,,,,False
HINDPETRO,MRPL,HINDPETRO,MRPL,2006-04-10,2006-04-12,2006-04-17,,no_fill,,,,,,,,,,,False
HINDPETRO,MRPL,HINDPETRO,MRPL,2006-04-19,2006-04-20,2006-04-28,,no_fill,,,,,,,,,,,False
MRPL,RELIANCE,MRPL,RELIANCE,2006-05-19,2006-05-22,2006-05-26,,no_fill,,,,,,,,,,,False
ONGC,RELIANCE,ONGC,RELIANCE,2006-05-31,2006-06-01,2006-05-31,,no_fill,,,,,,,,,,,False
GAIL,IOC,IOC,GAIL,2006-06-05,2006-06-06,2006-06-16,,no_fill,,,,,,,,,,,False
BPCL,GAIL,BPCL,GAIL,2006-06-09,2006-06-12,2006-06-20,,no_fill,,,,,,,,,,,False
IGL,ONGC,IGL,ONGC,2006-06-13,2006-06-14,2006-06-19,,no_fill,,,,,,,,,,,False
BPCL,MRPL,MRPL,BPCL,2006-07-10,2006-07-11,2006-07-13,,no_fill,,,,,,,,,,,False
BPCL,MRPL,BPCL,MRPL,2006-07-27,2006-07-28,2006-07-31,,no_fill,,,,,,,,,,,False
GAIL,IOC,IOC,GAIL,2006-07-25,2006-07-26,2006-07-31,,no_fill,,,,,,,,,,,False
HINDPETRO,MRPL,HINDPETRO,MRPL,2006-07-25,2006-07-26,2006-07-31,,no_fill,,,,,,,,,,,False
HINDPETRO,ONGC,ONGC,HINDPETRO,2006-08-16,2006-08-17,2006-08-31,,no_fill,,,,,,,,,,,False
